cadre,geo_code,geo_level,lgu_hired,doh_hired,total,population_2025,households_2025,source_psgc,source_area_name,geo_resolution
midwife,10013,province,465,165,630,1655360,383558,1001300000,Bukidnon,direct
dentist,10013,province,15,1,16,1655360,383558,1001300000,Bukidnon,direct
med_tech,10013,province,54,4,58,1655360,383558,1001300000,Bukidnon,direct
nutritionist,10013,province,14,8,22,1655360,383558,1001300000,Bukidnon,direct
sanitary_engineer,10013,province,0,0,0,1655360,383558,1001300000,Bukidnon,direct
sanitary_inspector,10013,province,26,0,26,1655360,383558,1001300000,Bukidnon,direct
physician,1001301,citymun,2,1,3,39224,9433,1001301000,Baungon,direct
nurse,1001301,citymun,5,10,15,39224,9433,1001301000,Baungon,direct
midwife,1001301,citymun,13,6,19,39224,9433,1001301000,Baungon,direct
dentist,1001301,citymun,0,0,0,39224,9433,1001301000,Baungon,direct
med_tech,1001301,citymun,2,0,2,39224,9433,1001301000,Baungon,direct
nutritionist,1001301,citymun,0,1,1,39224,9433,1001301000,Baungon,direct
sanitary_engineer,1001301,citymun,0,0,0,39224,9433,1001301000,Baungon,direct
sanitary_inspector,1001301,citymun,1,0,1,39224,9433,1001301000,Baungon,direct
physician,1001302,citymun,1,1,2,41203,9726,1001302000,Damulog,direct
nurse,1001302,citymun,1,11,12,41203,9726,1001302000,Damulog,direct
midwife,1001302,citymun,13,8,21,41203,9726,1001302000,Damulog,direct
dentist,1001302,citymun,0,0,0,41203,9726,1001302000,Damulog,direct
med_tech,1001302,citymun,1,0,1,41203,9726,1001302000,Damulog,direct
nutritionist,1001302,citymun,0,1,1,41203,9726,1001302000,Damulog,direct
sanitary_engineer,1001302,citymun,0,0,0,41203,9726,1001302000,Damulog,direct
sanitary_inspector,1001302,citymun,1,0,1,41203,9726,1001302000,Damulog,direct
physician,1001303,citymun,1,1,2,28159,6493,1001303000,Dangcagan,direct
nurse,1001303,citymun,1,8,9,28159,6493,1001303000,Dangcagan,direct
midwife,1001303,citymun,14,5,19,28159,6493,1001303000,Dangcagan,direct
dentist,1001303,citymun,0,0,0,28159,6493,1001303000,Dangcagan,direct
med_tech,1001303,citymun,1,1,2,28159,6493,1001303000,Dangcagan,direct
nutritionist,1001303,citymun,0,1,1,28159,6493,1001303000,Dangcagan,direct
sanitary_engineer,1001303,citymun,0,0,0,28159,6493,1001303000,Dangcagan,direct
sanitary_inspector,1001303,citymun,1,0,1,28159,6493,1001303000,Dangcagan,direct
physician,1001304,citymun,4,1,5,75124,17458,1001304000,Don Carlos,direct
nurse,1001304,citymun,3,10,13,75124,17458,1001304000,Don Carlos,direct
midwife,1001304,citymun,19,4,23,75124,17458,1001304000,Don Carlos,direct
dentist,1001304,citymun,2,0,2,75124,17458,1001304000,Don Carlos,direct
med_tech,1001304,citymun,2,0,2,75124,17458,1001304000,Don Carlos,direct
nutritionist,1001304,citymun,1,0,1,75124,17458,1001304000,Don Carlos,direct
sanitary_engineer,1001304,citymun,0,0,0,75124,17458,1001304000,Don Carlos,direct
sanitary_inspector,1001304,citymun,1,0,1,75124,17458,1001304000,Don Carlos,direct
physician,1001305,citymun,1,1,2,57627,12672,1001305000,Impasug-ong,direct
nurse,1001305,citymun,3,9,12,57627,12672,1001305000,Impasug-ong,direct
midwife,1001305,citymun,16,4,20,57627,12672,1001305000,Impasug-ong,direct
dentist,1001305,citymun,0,0,0,57627,12672,1001305000,Impasug-ong,direct
med_tech,1001305,citymun,0,0,0,57627,12672,1001305000,Impasug-ong,direct
nutritionist,1001305,citymun,0,0,0,57627,12672,1001305000,Impasug-ong,direct
sanitary_engineer,1001305,citymun,0,0,0,57627,12672,1001305000,Impasug-ong,direct
sanitary_inspector,1001305,citymun,1,0,1,57627,12672,1001305000,Impasug-ong,direct
physician,1001306,citymun,1,1,2,36684,8690,1001306000,Kadingilan,direct
nurse,1001306,citymun,3,7,10,36684,8690,1001306000,Kadingilan,direct
midwife,1001306,citymun,7,7,14,36684,8690,1001306000,Kadingilan,direct
dentist,1001306,citymun,0,0,0,36684,8690,1001306000,Kadingilan,direct
med_tech,1001306,citymun,1,0,1,36684,8690,1001306000,Kadingilan,direct
nutritionist,1001306,citymun,0,0,0,36684,8690,1001306000,Kadingilan,direct
sanitary_engineer,1001306,citymun,0,0,0,36684,8690,1001306000,Kadingilan,direct
sanitary_inspector,1001306,citymun,1,0,1,36684,8690,1001306000,Kadingilan,direct
physician,1001307,citymun,2,0,2,47583,10946,1001307000,Kalilangan,direct
nurse,1001307,citymun,2,8,10,47583,10946,1001307000,Kalilangan,direct
midwife,1001307,citymun,9,2,11,47583,10946,1001307000,Kalilangan,direct
dentist,1001307,citymun,1,0,1,47583,10946,1001307000,Kalilangan,direct
med_tech,1001307,citymun,1,0,1,47583,10946,1001307000,Kalilangan,direct
nutritionist,1001307,citymun,0,0,0,47583,10946,1001307000,Kalilangan,direct
sanitary_engineer,1001307,citymun,0,0,0,47583,10946,1001307000,Kalilangan,direct
sanitary_inspector,1001307,citymun,1,0,1,47583,10946,1001307000,Kalilangan,direct
physician,1001308,citymun,0,1,1,45323,10638,1001308000,Kibawe,direct
nurse,1001308,citymun,1,13,14,45323,10638,1001308000,Kibawe,direct
midwife,1001308,citymun,9,11,20,45323,10638,1001308000,Kibawe,direct
dentist,1001308,citymun,0,0,0,45323,10638,1001308000,Kibawe,direct
med_tech,1001308,citymun,1,0,1,45323,10638,1001308000,Kibawe,direct
nutritionist,1001308,citymun,0,1,1,45323,10638,1001308000,Kibawe,direct
sanitary_engineer,1001308,citymun,0,0,0,45323,10638,1001308000,Kibawe,direct
sanitary_inspector,1001308,citymun,1,0,1,45323,10638,1001308000,Kibawe,direct
physician,1001309,citymun,1,1,2,57453,13705,1001309000,Kitaotao,direct
nurse,1001309,citymun,1,12,13,57453,13705,1001309000,Kitaotao,direct
midwife,1001309,citymun,18,17,35,57453,13705,1001309000,Kitaotao,direct
dentist,1001309,citymun,1,1,2,57453,13705,1001309000,Kitaotao,direct
med_tech,1001309,citymun,2,0,2,57453,13705,1001309000,Kitaotao,direct
nutritionist,1001309,citymun,0,1,1,57453,13705,1001309000,Kitaotao,direct
sanitary_engineer,1001309,citymun,0,0,0,57453,13705,1001309000,Kitaotao,direct
sanitary_inspector,1001309,citymun,2,0,2,57453,13705,1001309000,Kitaotao,direct
physician,1001310,citymun,1,1,2,70672,15697,1001310000,Lantapan,direct
nurse,1001310,citymun,2,9,11,70672,15697,1001310000,Lantapan,direct
midwife,1001310,citymun,13,7,20,70672,15697,1001310000,Lantapan,direct
dentist,1001310,citymun,1,0,1,70672,15697,1001310000,Lantapan,direct
med_tech,1001310,citymun,2,0,2,70672,15697,1001310000,Lantapan,direct
nutritionist,1001310,citymun,0,0,0,70672,15697,1001310000,Lantapan,direct
sanitary_engineer,1001310,citymun,0,0,0,70672,15697,1001310000,Lantapan,direct
sanitary_inspector,1001310,citymun,1,0,1,70672,15697,1001310000,Lantapan,direct
physician,1001311,citymun,2,0,2,52876,12212,1001311000,Libona,direct
nurse,1001311,citymun,3,7,10,52876,12212,1001311000,Libona,direct
midwife,1001311,citymun,17,4,21,52876,12212,1001311000,Libona,direct
dentist,1001311,citymun,0,0,0,52876,12212,1001311000,Libona,direct
med_tech,1001311,citymun,1,0,1,52876,12212,1001311000,Libona,direct
nutritionist,1001311,citymun,0,0,0,52876,12212,1001311000,Libona,direct
sanitary_engineer,1001311,citymun,0,0,0,52876,12212,1001311000,Libona,direct
sanitary_inspector,1001311,citymun,0,0,0,52876,12212,1001311000,Libona,direct
physician,1001312,citymun,10,1,11,204590,47028,1001312000,City of Malaybalay,direct
nurse,1001312,citymun,43,22,65,204590,47028,1001312000,City of Malaybalay,direct
midwife,1001312,citymun,66,12,78,204590,47028,1001312000,City of Malaybalay,direct
dentist,1001312,citymun,3,0,3,204590,47028,1001312000,City of Malaybalay,direct
med_tech,1001312,citymun,14,0,14,204590,47028,1001312000,City of Malaybalay,direct
nutritionist,1001312,citymun,4,0,4,204590,47028,1001312000,City of Malaybalay,direct
sanitary_engineer,1001312,citymun,0,0,0,204590,47028,1001312000,City of Malaybalay,direct
sanitary_inspector,1001312,citymun,2,0,2,204590,47028,1001312000,City of Malaybalay,direct
physician,1001313,citymun,1,1,2,29014,6532,1001313000,Malitbog,direct
nurse,1001313,citymun,1,9,10,29014,6532,1001313000,Malitbog,direct
midwife,1001313,citymun,20,5,25,29014,6532,1001313000,Malitbog,direct
dentist,1001313,citymun,1,0,1,29014,6532,1001313000,Malitbog,direct
med_tech,1001313,citymun,1,0,1,29014,6532,1001313000,Malitbog,direct
nutritionist,1001313,citymun,0,0,0,29014,6532,1001313000,Malitbog,direct
sanitary_engineer,1001313,citymun,0,0,0,29014,6532,1001313000,Malitbog,direct
sanitary_inspector,1001313,citymun,1,0,1,29014,6532,1001313000,Malitbog,direct
physician,1001314,citymun,4,1,5,121835,28194,1001314000,Manolo Fortich,direct
nurse,1001314,citymun,16,13,29,121835,28194,1001314000,Manolo Fortich,direct
midwife,1001314,citymun,45,4,49,121835,28194,1001314000,Manolo Fortich,direct
dentist,1001314,citymun,1,0,1,121835,28194,1001314000,Manolo Fortich,direct
med_tech,1001314,citymun,4,0,4,121835,28194,1001314000,Manolo Fortich,direct
nutritionist,1001314,citymun,3,0,3,121835,28194,1001314000,Manolo Fortich,direct
sanitary_engineer,1001314,citymun,0,0,0,121835,28194,1001314000,Manolo Fortich,direct
sanitary_inspector,1001314,citymun,0,0,0,121835,28194,1001314000,Manolo Fortich,direct
physician,1001315,citymun,5,1,6,117228,27681,1001315000,Maramag,direct
nurse,1001315,citymun,4,13,17,117228,27681,1001315000,Maramag,direct
midwife,1001315,citymun,21,8,29,117228,27681,1001315000,Maramag,direct
dentist,1001315,citymun,0,0,0,117228,27681,1001315000,Maramag,direct
med_tech,1001315,citymun,5,0,5,117228,27681,1001315000,Maramag,direct
nutritionist,1001315,citymun,2,0,2,117228,27681,1001315000,Maramag,direct
sanitary_engineer,1001315,citymun,0,0,0,117228,27681,1001315000,Maramag,direct
sanitary_inspector,1001315,citymun,2,0,2,117228,27681,1001315000,Maramag,direct
physician,1001316,citymun,1,1,2,62365,14536,1001316000,Pangantucan,direct
nurse,1001316,citymun,5,11,16,62365,14536,1001316000,Pangantucan,direct
midwife,1001316,citymun,32,7,39,62365,14536,1001316000,Pangantucan,direct
dentist,1001316,citymun,1,0,1,62365,14536,1001316000,Pangantucan,direct
med_tech,1001316,citymun,3,0,3,62365,14536,1001316000,Pangantucan,direct
nutritionist,1001316,citymun,0,1,1,62365,14536,1001316000,Pangantucan,direct
sanitary_engineer,1001316,citymun,0,0,0,62365,14536,1001316000,Pangantucan,direct
sanitary_inspector,1001316,citymun,2,0,2,62365,14536,1001316000,Pangantucan,direct
physician,1001317,citymun,1,1,2,118195,27026,1001317000,Quezon,direct
nurse,1001317,citymun,2,15,17,118195,27026,1001317000,Quezon,direct
midwife,1001317,citymun,27,14,41,118195,27026,1001317000,Quezon,direct
dentist,1001317,citymun,1,0,1,118195,27026,1001317000,Quezon,direct
med_tech,1001317,citymun,5,1,6,118195,27026,1001317000,Quezon,direct
nutritionist,1001317,citymun,1,0,1,118195,27026,1001317000,Quezon,direct
sanitary_engineer,1001317,citymun,0,0,0,118195,27026,1001317000,Quezon,direct
sanitary_inspector,1001317,citymun,1,0,1,118195,27026,1001317000,Quezon,direct
physician,1001318,citymun,2,1,3,67780,15694,1001318000,San Fernando,direct
nurse,1001318,citymun,3,21,24,67780,15694,1001318000,San Fernando,direct
midwife,1001318,citymun,23,12,35,67780,15694,1001318000,San Fernando,direct
dentist,1001318,citymun,0,0,0,67780,15694,1001318000,San Fernando,direct
med_tech,1001318,citymun,2,0,2,67780,15694,1001318000,San Fernando,direct
nutritionist,1001318,citymun,0,1,1,67780,15694,1001318000,San Fernando,direct
sanitary_engineer,1001318,citymun,0,0,0,67780,15694,1001318000,San Fernando,direct
sanitary_inspector,1001318,citymun,1,0,1,67780,15694,1001318000,San Fernando,direct
physician,1001319,citymun,1,1,2,31425,7285,1001319000,Sumilao,direct
nurse,1001319,citymun,2,10,12,31425,7285,1001319000,Sumilao,direct
midwife,1001319,citymun,10,5,15,31425,7285,1001319000,Sumilao,direct
dentist,1001319,citymun,0,0,0,31425,7285,1001319000,Sumilao,direct
med_tech,1001319,citymun,1,0,1,31425,7285,1001319000,Sumilao,direct
nutritionist,1001319,citymun,0,1,1,31425,7285,1001319000,Sumilao,direct
sanitary_engineer,1001319,citymun,0,0,0,31425,7285,1001319000,Sumilao,direct
sanitary_inspector,1001319,citymun,1,0,1,31425,7285,1001319000,Sumilao,direct
physician,1001320,citymun,1,1,2,79912,17153,1001320000,Talakag,direct
nurse,1001320,citymun,2,15,17,79912,17153,1001320000,Talakag,direct
midwife,1001320,citymun,14,7,21,79912,17153,1001320000,Talakag,direct
dentist,1001320,citymun,1,0,1,79912,17153,1001320000,Talakag,direct
med_tech,1001320,citymun,1,1,2,79912,17153,1001320000,Talakag,direct
nutritionist,1001320,citymun,1,0,1,79912,17153,1001320000,Talakag,direct
sanitary_engineer,1001320,citymun,0,0,0,79912,17153,1001320000,Talakag,direct
sanitary_inspector,1001320,citymun,1,0,1,79912,17153,1001320000,Talakag,direct
physician,1001321,citymun,12,0,12,231827,55864,1001321000,City of Valencia,direct
nurse,1001321,citymun,12,25,37,231827,55864,1001321000,City of Valencia,direct
midwife,1001321,citymun,53,9,62,231827,55864,1001321000,City of Valencia,direct
dentist,1001321,citymun,2,0,2,231827,55864,1001321000,City of Valencia,direct
med_tech,1001321,citymun,3,1,4,231827,55864,1001321000,City of Valencia,direct
nutritionist,1001321,citymun,2,0,2,231827,55864,1001321000,City of Valencia,direct
sanitary_engineer,1001321,citymun,0,0,0,231827,55864,1001321000,City of Valencia,direct
sanitary_inspector,1001321,citymun,3,0,3,231827,55864,1001321000,City of Valencia,direct
physician,1001322,citymun,2,1,3,39261,8895,1001322000,Cabanglasan,direct
nurse,1001322,citymun,1,10,11,39261,8895,1001322000,Cabanglasan,direct
midwife,1001322,citymun,6,7,13,39261,8895,1001322000,Cabanglasan,direct
dentist,1001322,citymun,0,0,0,39261,8895,1001322000,Cabanglasan,direct
med_tech,1001322,citymun,1,0,1,39261,8895,1001322000,Cabanglasan,direct
nutritionist,1001322,citymun,0,0,0,39261,8895,1001322000,Cabanglasan,direct
sanitary_engineer,1001322,citymun,0,0,0,39261,8895,1001322000,Cabanglasan,direct
sanitary_inspector,1001322,citymun,1,0,1,39261,8895,1001322000,Cabanglasan,direct
physician,10018,province,3,3,6,94614,22705,1001800000,Camiguin,direct
nurse,10018,province,8,30,38,94614,22705,1001800000,Camiguin,direct
midwife,10018,province,12,12,24,94614,22705,1001800000,Camiguin,direct
dentist,10018,province,1,0,1,94614,22705,1001800000,Camiguin,direct
med_tech,10018,province,2,2,4,94614,22705,1001800000,Camiguin,direct
nutritionist,10018,province,0,1,1,94614,22705,1001800000,Camiguin,direct
sanitary_engineer,10018,province,0,0,0,94614,22705,1001800000,Camiguin,direct
sanitary_inspector,10018,province,4,0,4,94614,22705,1001800000,Camiguin,direct
physician,1001801,citymun,1,0,1,17606,4503,1001801000,Catarman,direct
nurse,1001801,citymun,1,7,8,17606,4503,1001801000,Catarman,direct
midwife,1001801,citymun,3,2,5,17606,4503,1001801000,Catarman,direct
dentist,1001801,citymun,0,0,0,17606,4503,1001801000,Catarman,direct
med_tech,1001801,citymun,0,1,1,17606,4503,1001801000,Catarman,direct
nutritionist,1001801,citymun,0,0,0,17606,4503,1001801000,Catarman,direct
sanitary_engineer,1001801,citymun,0,0,0,17606,4503,1001801000,Catarman,direct
sanitary_inspector,1001801,citymun,1,0,1,17606,4503,1001801000,Catarman,direct
physician,1001802,citymun,0,1,1,6813,1739,1001802000,Guinsiliban,direct
nurse,1001802,citymun,0,4,4,6813,1739,1001802000,Guinsiliban,direct
midwife,1001802,citymun,1,1,2,6813,1739,1001802000,Guinsiliban,direct
dentist,1001802,citymun,0,0,0,6813,1739,1001802000,Guinsiliban,direct
med_tech,1001802,citymun,0,0,0,6813,1739,1001802000,Guinsiliban,direct
nutritionist,1001802,citymun,0,0,0,6813,1739,1001802000,Guinsiliban,direct
sanitary_engineer,1001802,citymun,0,0,0,6813,1739,1001802000,Guinsiliban,direct
sanitary_inspector,1001802,citymun,1,0,1,6813,1739,1001802000,Guinsiliban,direct
physician,1001803,citymun,0,1,1,14717,3521,1001803000,Mahinog,direct
nurse,1001803,citymun,2,4,6,14717,3521,1001803000,Mahinog,direct
midwife,1001803,citymun,2,4,6,14717,3521,1001803000,Mahinog,direct
dentist,1001803,citymun,0,0,0,14717,3521,1001803000,Mahinog,direct
med_tech,1001803,citymun,0,0,0,14717,3521,1001803000,Mahinog,direct
nutritionist,1001803,citymun,0,0,0,14717,3521,1001803000,Mahinog,direct
sanitary_engineer,1001803,citymun,0,0,0,14717,3521,1001803000,Mahinog,direct
sanitary_inspector,1001803,citymun,1,0,1,14717,3521,1001803000,Mahinog,direct
physician,1001804,citymun,2,1,3,42160,9589,1001804000,Mambajao,direct
nurse,1001804,citymun,3,9,12,42160,9589,1001804000,Mambajao,direct
midwife,1001804,citymun,4,3,7,42160,9589,1001804000,Mambajao,direct
dentist,1001804,citymun,1,0,1,42160,9589,1001804000,Mambajao,direct
med_tech,1001804,citymun,2,1,3,42160,9589,1001804000,Mambajao,direct
nutritionist,1001804,citymun,0,1,1,42160,9589,1001804000,Mambajao,direct
sanitary_engineer,1001804,citymun,0,0,0,42160,9589,1001804000,Mambajao,direct
sanitary_inspector,1001804,citymun,0,0,0,42160,9589,1001804000,Mambajao,direct
physician,1001805,citymun,0,0,0,13318,3353,1001805000,Sagay,direct
nurse,1001805,citymun,2,6,8,13318,3353,1001805000,Sagay,direct
midwife,1001805,citymun,2,2,4,13318,3353,1001805000,Sagay,direct
dentist,1001805,citymun,0,0,0,13318,3353,1001805000,Sagay,direct
med_tech,1001805,citymun,0,0,0,13318,3353,1001805000,Sagay,direct
nutritionist,1001805,citymun,0,0,0,13318,3353,1001805000,Sagay,direct
sanitary_engineer,1001805,citymun,0,0,0,13318,3353,1001805000,Sagay,direct
sanitary_inspector,1001805,citymun,1,0,1,13318,3353,1001805000,Sagay,direct
physician,10035,province,19,15,34,754463,168596,1003500000,Lanao del Norte,direct
nurse,10035,province,54,183,237,754463,168596,1003500000,Lanao del Norte,direct
midwife,10035,province,111,106,217,754463,168596,1003500000,Lanao del Norte,direct
dentist,10035,province,2,9,11,754463,168596,1003500000,Lanao del Norte,direct
med_tech,10035,province,15,10,25,754463,168596,1003500000,Lanao del Norte,direct
nutritionist,10035,province,0,20,20,754463,168596,1003500000,Lanao del Norte,direct
sanitary_engineer,10035,province,0,0,0,754463,168596,1003500000,Lanao del Norte,direct
sanitary_inspector,10035,province,23,0,23,754463,168596,1003500000,Lanao del Norte,direct
physician,1003501,citymun,1,1,2,24825,6224,1003501000,Bacolod,direct
nurse,1003501,citymun,4,5,9,24825,6224,1003501000,Bacolod,direct
midwife,1003501,citymun,11,2,13,24825,6224,1003501000,Bacolod,direct
dentist,1003501,citymun,1,0,1,24825,6224,1003501000,Bacolod,direct
med_tech,1003501,citymun,1,0,1,24825,6224,1003501000,Bacolod,direct
nutritionist,1003501,citymun,0,0,0,24825,6224,1003501000,Bacolod,direct
sanitary_engineer,1003501,citymun,0,0,0,24825,6224,1003501000,Bacolod,direct
sanitary_inspector,1003501,citymun,1,0,1,24825,6224,1003501000,Bacolod,direct
physician,1003502,citymun,1,0,1,71307,12928,1003502000,Baloi,direct
nurse,1003502,citymun,2,10,12,71307,12928,1003502000,Baloi,direct
midwife,1003502,citymun,5,9,14,71307,12928,1003502000,Baloi,direct
dentist,1003502,citymun,0,0,0,71307,12928,1003502000,Baloi,direct
med_tech,1003502,citymun,1,0,1,71307,12928,1003502000,Baloi,direct
nutritionist,1003502,citymun,0,1,1,71307,12928,1003502000,Baloi,direct
sanitary_engineer,1003502,citymun,0,0,0,71307,12928,1003502000,Baloi,direct
sanitary_inspector,1003502,citymun,1,0,1,71307,12928,1003502000,Baloi,direct
